Event	Latitude	Longitude	Country	State	County	Status	Cancellations	Website
Unisee parkrun	53.108575	8.834818	Germany	Bremen		parkrunning	[]	https://www.parkrun.com.de/unisee
University Parks parkrun	51.761468	-1.251068	United Kingdom	England	Oxfordshire	parkrunning	[]	https://www.parkrun.org.uk/universityparks
University of Stirling parkrun	56.147334	-3.924236	United Kingdom	Scotland	Stirling	parkrunning	[]	https://www.parkrun.org.uk/universityofstirling
University of Waikato parkrun	-37.787436	175.316456	New Zealand	Waikato	Hamilton City	parkrunning	[]	https://www.parkrun.co.nz/universityofwaikato
Upington parkrun	-28.444304	21.269767	South Africa	Northern Cape	Siyanda District Municipality	parkrunning	[]	https://www.parkrun.co.za/upington
Uppermill junior parkrun	53.547393	-2.00217	United Kingdom	England	Oldham	junior parkrunning	[]	https://www.parkrun.org.uk/uppermill-juniors
Uppsala parkrun	59.853455	17.642296	Sweden	Uppsala	Uppsala Municipality	parkrunning	[]	https://www.parkrun.se/uppsala
Upton Court parkrun	51.49616	-0.577525	United Kingdom	England	Slough	parkrunning	[]	https://www.parkrun.org.uk/uptoncourt
Upton House junior parkrun	50.734515	-2.012474	United Kingdom	England	Bournemouth, Christchurch and Poole Council	junior parkrunning	[]	https://www.parkrun.org.uk/uptonhouse-juniors
Upton House parkrun	50.734891	-2.013428	United Kingdom	England	Bournemouth, Christchurch and Poole Council	parkrunning	[]	https://www.parkrun.org.uk/uptonhouse
Urayasushi sogo koen parkrun	35.636914	139.932099	Japan	Chiba	Urayasu-shi	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': '悪天候が予想されるため'}]	https://www.parkrun.jp/urayasushisogokoen
Urunga parkrun	-30.497475	153.022849	Australia	New South Wales	Bellingen	parkrunning	[]	https://www.parkrun.com.au/urunga
Ury Riverside parkrun	57.291953	-2.372062	United Kingdom	Scotland	Aberdeenshire	parkrunning	[]	https://www.parkrun.org.uk/uryriverside
Uvongo parkrun	-30.820719	30.405028	South Africa	KwaZulu-Natal	Ugu District Municipality	parkrunning	[]	https://www.parkrun.co.za/uvongo
Vaal Marina parkrun	-26.887661	28.199742	South Africa	Gauteng	Sedibeng District Municipality	parkrunning	[]	https://www.parkrun.co.za/vaalmarina
Valentines parkrun	51.56749	0.07198	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/valentines
Valhalla parkrun	-25.807496	28.148419	South Africa	Gauteng	City of Tshwane Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/valhalla
Vallaskogen parkrun	58.405255	15.591793	Sweden	Östergötland	Linköpings Kommun	parkrunning	[]	https://www.parkrun.se/vallaskogen
Valley parkrun, Newtownabbey	54.659949	-5.928342	United Kingdom	Northern Ireland	Antrim	parkrunning	[]	https://www.parkrun.org.uk/valley
Vandeleur parkrun	52.636121	-9.472935	Ireland	Munster	Clare	parkrunning	[]	https://www.parkrun.ie/vandeleur
Varsity Lakes parkrun	-28.084627	153.410554	Australia	Queensland	Gold Coast	parkrunning	[]	https://www.parkrun.com.au/varsitylakes
Vejen parkrun	55.474609	9.120852	Denmark	South Denmark	Vejen Kommune	parkrunning	[]	https://www.parkrun.dk/vejen
Ventersburg parkrun	-28.083038	27.133236	South Africa	Orange Free State	Lejweleputswa District Municipality	parkrunning	[]	https://www.parkrun.co.za/ventersburg
Verulamium junior parkrun	51.750365	-0.354946	United Kingdom	England	Hertfordshire	junior parkrunning	[]	https://www.parkrun.org.uk/verulamium-juniors
Vicarstown junior parkrun	53.051415	-7.084013	Ireland	Leinster	Laois	junior parkrunning	[]	https://www.parkrun.ie/vicarstown-juniors
Vicarstown parkrun	53.056008	-7.083459	Ireland	Leinster	Laois	parkrunning	[]	https://www.parkrun.ie/vicarstown
Victor Harbor parkrun	-35.565657	138.611096	Australia	South Australia	Victor Harbor	parkrunning	[]	https://www.parkrun.com.au/victorharbor
Victoria Dock parkrun	51.505363	0.018775	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/victoriadock
Victoria Lake parkrun	-26.233615	28.163202	South Africa	Gauteng	Ekurhuleni Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/victorialake
Victoria junior parkrun, Glasgow	55.87731	-4.332751	United Kingdom	Scotland	Glasgow City	junior parkrunning	[]	https://www.parkrun.org.uk/victoria-juniors
Victoria junior parkrun, Macclesfield	53.261537	-2.116662	United Kingdom	England	Cheshire East	junior parkrunning	[]	https://www.parkrun.org.uk/victoriamacclesfield-juniors
Victoria junior parkrun, St Helens	53.462249	-2.745791	United Kingdom	England	St. Helens	junior parkrunning	[]	https://www.parkrun.org.uk/victoriasthelens-juniors
Victoria parkrun, Glasgow	55.877504	-4.332347	United Kingdom	Scotland	Glasgow City	parkrunning	[]	https://www.parkrun.org.uk/victoria
Victoria parkrun, Kitchener	43.447238	-80.495755	Canada	Ontario	Waterloo	parkrunning	[]	https://www.parkrun.ca/victoriakitchener
Victoria parkrun, Truro	45.354629	-63.26159	Canada	Nova Scotia	Colchester	parkrunning	[]	https://www.parkrun.ca/victoriatruro
Victory Heights Trail parkrun	-26.171845	152.680084	Australia	Queensland	Gympie Regional Council	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Trails are not accessible due to damage'}]	https://www.parkrun.com.au/victoryheightstrail
Villiersdorp parkrun	-33.963582	19.287292	South Africa	Western Cape	Overberg District Municipality	parkrunning	[]	https://www.parkrun.co.za/villiersdorp
Vogrie parkrun	55.856879	-2.995012	United Kingdom	Scotland	Midlothian	parkrunning	[]	https://www.parkrun.org.uk/vogrie
Volksgarten parkrun	51.206472	6.801947	Germany	North Rhine-Westphalia	Düsseldorf District	parkrunning	[]	https://www.parkrun.com.de/volksgarten
Vredendal parkrun	-31.664782	18.497226	South Africa	Western Cape	West Coast District Municipality	parkrunning	[]	https://www.parkrun.co.za/vredendal
Vryheid parkrun	-27.777853	30.794659	South Africa	KwaZulu-Natal	Zululand District Municipality	parkrunning	[]	https://www.parkrun.co.za/vryheid
Växjösjön parkrun	56.872797	14.814979	Sweden	Kronoberg	Växjö Kommun	parkrunning	[]	https://www.parkrun.se/vaxjosjon
Vääksyn kanava parkrun	61.177524	25.538652	Finland	Paijat-Hame	Lahti	parkrunning	[]	https://www.parkrun.fi/vaaksynkanava
Wagga parkrun	-35.170935	147.378216	Australia	New South Wales	Wagga Wagga	parkrunning	[]	https://www.parkrun.com.au/wagga
Wagi Bridge parkrun	-35.161135	149.123403	Australia	Australian Capital Territory		parkrunning	[]	https://www.parkrun.com.au/wagibridge
Wakefield Thornes junior parkrun	53.675544	-1.512695	United Kingdom	England	Wakefield	junior parkrunning	[]	https://www.parkrun.org.uk/wakefieldthornes-juniors
Wakefield Thornes parkrun	53.672488	-1.509682	United Kingdom	England	Wakefield	parkrunning	[]	https://www.parkrun.org.uk/wakefieldthornes
Walcha parkrun	-30.981818	151.597579	Australia	New South Wales	Walcha	parkrunning	[]	https://www.parkrun.com.au/walcha
Wallaby Track parkrun	-37.552061	143.898319	Australia	Victoria	City of Ballarat	parkrunning	[]	https://www.parkrun.com.au/wallabytrack
Wallace parkrun, Lisburn	54.516511	-6.036816	United Kingdom	Northern Ireland	Antrim	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Park being used for Balmoral Show buses'}]	https://www.parkrun.org.uk/wallace
Wallaceneuk parkrun	55.585864	-2.448162	United Kingdom	Scotland	Scottish Borders	parkrunning	[]	https://www.parkrun.org.uk/wallaceneuk
Walmer and Deal Seafront parkrun	51.2095	1.403179	United Kingdom	England	Kent	parkrunning	[]	https://www.parkrun.org.uk/walmeranddealseafront
Walsall Arboretum parkrun	52.58725	-1.966252	United Kingdom	England	Walsall	parkrunning	[]	https://www.parkrun.org.uk/walsall
Walthamstow parkrun	51.602666	-0.007854	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/walthamstow
Walvis Bay parkrun	-22.977195	14.481783	Namibia	Erongo		parkrunning	[]	https://www.parkrun.co.za/walvisbay
Wanaka parkrun	-44.699987	169.116607	New Zealand	Otago	Queenstown-Lakes District	parkrunning	[]	https://www.parkrun.co.nz/wanaka
Wangaratta parkrun	-36.351774	146.329944	Australia	Victoria	Wangaratta	parkrunning	[]	https://www.parkrun.com.au/wangaratta
Wanneroo parkrun	-31.751242	115.793187	Australia	Western Australia	Wanneroo	parkrunning	[]	https://www.parkrun.com.au/wanneroo
Wanstead Flats parkrun	51.56078	0.014977	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/wansteadflats
War Memorial Park junior parkrun	52.39198	-1.523984	United Kingdom	England	Coventry	junior Cancellation	[{'DateCancelled': '2022-05-15', 'ReasonCancelled': 'City of Culture event preparation - paths unusable'}]	https://www.parkrun.org.uk/warmemorialpark-juniors
Wardown junior parkrun	51.891775	-0.419099	United Kingdom	England	Luton	junior parkrunning	[]	https://www.parkrun.org.uk/wardown-juniors
Warner Lakes parkrun	-27.306906	152.955385	Australia	Queensland	Moreton Bay	parkrunning	[]	https://www.parkrun.com.au/warnerlakes
Warragul parkrun	-38.151043	145.932929	Australia	Victoria	Baw Baw	parkrunning	[]	https://www.parkrun.com.au/warragul
Warrandyte River Reserve parkrun	-37.73646	145.219969	Australia	Victoria	Manningham	parkrunning	[]	https://www.parkrun.com.au/warrandyteriverreserve
Warringal Parklands parkrun	-37.755246	145.074478	Australia	Victoria	Banyule	parkrunning	[]	https://www.parkrun.com.au/warringalparklands
Warrington junior parkrun	53.405344	-2.587904	United Kingdom	England	Warrington	junior parkrunning	[]	https://www.parkrun.org.uk/warrington-juniors
Warrington parkrun	53.384221	-2.574685	United Kingdom	England	Warrington	parkrunning	[]	https://www.parkrun.org.uk/warrington
Warrnambool parkrun	-38.392862	142.47937	Australia	Victoria	Warrnambool	parkrunning	[]	https://www.parkrun.com.au/warrnambool
Warwick Racecourse parkrun	52.280789	-1.595954	United Kingdom	England	Warwickshire	parkrunning	[]	https://www.parkrun.org.uk/warwickracecourse
Warwick parkrun	-28.209605	152.038465	Australia	Queensland	Southern Downs	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Flooding of paths'}]	https://www.parkrun.com.au/warwick
Wataraseyusuichi parkrun	36.209432	139.668674	Japan	Tochigi	Tochigi-shi	parkrunning	[]	https://www.parkrun.jp/wataraseyusuichi
Waterfall parkrun	-26.016972	28.105208	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/waterfall
Waterford Nature parkrun	52.245739	-7.125989	Ireland	Munster	Waterford	parkrunning	[]	https://www.parkrun.ie/waterfordnature
Watergrove parkrun, Rochdale	53.657034	-2.131777	United Kingdom	England	Rochdale	parkrunning	[]	https://www.parkrun.org.uk/watergrove
Waterloo Plains parkrun	-26.11661	149.958153	Australia	Queensland	Western Downs	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Wet and slippery'}]	https://www.parkrun.com.au/waterlooplains
Waterlooville junior parkrun	50.888467	-1.032861	United Kingdom	England	Hampshire	junior parkrunning	[]	https://www.parkrun.org.uk/waterlooville-juniors
Watermead Country Park parkrun	52.690658	-1.103213	United Kingdom	England	Leicestershire	parkrunning	[]	https://www.parkrun.org.uk/watermeadcountrypark
Watermeadows parkrun	52.13458	-0.988391	United Kingdom	England	Northamptonshire	parkrunning	[]	https://www.parkrun.org.uk/watermeadows
Waterstown parkrun	53.358719	-6.370558	Ireland	Leinster	Dublin	parkrunning	[]	https://www.parkrun.ie/waterstown
Waterworks junior parkrun	54.619011	-5.944873	United Kingdom	Northern Ireland	Belfast	junior parkrunning	[]	https://www.parkrun.org.uk/waterworks-juniors
Waterworks parkrun, Belfast	54.619299	-5.942613	United Kingdom	Northern Ireland	Belfast	parkrunning	[]	https://www.parkrun.org.uk/waterworks
Wauchope parkrun	-31.452159	152.744034	Australia	New South Wales	Port Macquarie-Hastings	parkrunning	[]	https://www.parkrun.com.au/wauchope
Weavers Country Estate parkrun	-27.331118	30.167911	South Africa	Mpumalanga	Gert Sibande District Municipality	parkrunning	[]	https://www.parkrun.co.za/weaverscountryestate
Wednesfield junior parkrun	52.602455	-2.083638	United Kingdom	England	Wolverhampton	junior parkrunning	[]	https://www.parkrun.org.uk/wednesfield-juniors
Weedon Island Preserve parkrun	27.84707	-82.608119	USA	Florida	Pinellas	parkrunning	[]	https://www.parkrun.us/weedonislandpreserve
Weipa parkrun	-12.64068	141.865454	Australia	Queensland	Weipa	parkrunning	[]	https://www.parkrun.com.au/weipa
Welkom parkrun	-27.973608	26.739236	South Africa	Orange Free State	Lejweleputswa District Municipality	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'School Sport'}]	https://www.parkrun.co.za/welkom
Wellington parkrun	-33.681943	19.019956	South Africa	Western Cape	Cape Winelands District Municipality	parkrunning	[]	https://www.parkrun.co.za/wellington
Wells Estate parkrun	-33.83701	25.650378	South Africa	Eastern Cape	Nelson Mandela Bay Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/wellsestate
Wendover Woods parkrun	51.76894	-0.716782	United Kingdom	England	Buckinghamshire	parkrunning	[]	https://www.parkrun.org.uk/wendoverwoods
Wentworth Common parkrun	-33.837954	151.075107	Australia	New South Wales	Parramatta	parkrunning	[]	https://www.parkrun.com.au/wentworthcommon
Wepre parkrun	53.205552	-3.056846	United Kingdom	Wales	Flintshire	parkrunning	[]	https://www.parkrun.org.uk/wepre
Werribee Park Mansion parkrun	-37.929679	144.670875	Australia	Victoria	Wyndham	parkrunning	[]	https://www.parkrun.com.au/werribeeparkmansion
Werrington Lakes Reserve parkrun	-33.755343	150.738658	Australia	New South Wales	Penrith Municipality	parkrunning	[]	https://www.parkrun.com.au/werringtonlakesreserve
West Beach parkrun	-34.939218	138.499643	Australia	South Australia	Charles Sturt	parkrunning	[]	https://www.parkrun.com.au/westbeach
West Coast Park parkrun	1.297454	103.762915	Singapore			parkrunning	[]	https://www.parkrun.sg/westcoastpark
West End junior parkrun	52.549357	0.084218	United Kingdom	England	Cambridgeshire	junior parkrunning	[]	https://www.parkrun.org.uk/westend-juniors
West Links parkrun	56.551299	-2.602859	United Kingdom	Scotland	Angus	parkrunning	[]	https://www.parkrun.org.uk/westlinks
Westerfolds junior parkrun	-37.74439	145.13425	Australia	Victoria	Manningham	junior parkrunning	[]	https://www.parkrun.com.au/westerfolds-juniors
Westerfolds parkrun	-37.746092	145.133986	Australia	Victoria	Manningham	parkrunning	[]	https://www.parkrun.com.au/westerfolds
Western Springs parkrun	-36.865137	174.720411	New Zealand	Auckland	Auckland	parkrunning	[]	https://www.parkrun.co.nz/westernsprings
Westmill parkrun	51.821422	-0.060813	United Kingdom	England	Hertfordshire	parkrunning	[]	https://www.parkrun.org.uk/westmill
Weston-super-Mare junior parkrun	51.364772	-2.907495	United Kingdom	England	North Somerset	junior parkrunning	[]	https://www.parkrun.org.uk/westonsupermare-juniors
Westpark parkrun	48.122967	11.531027	Germany	Bavaria	Upper Bavaria	parkrunning	[]	https://www.parkrun.com.de/westpark
Westport parkrun	53.797982	-9.519267	Ireland	Connaught	Mayo	parkrunning	[]	https://www.parkrun.ie/westport
Westside Playing Fields junior parkrun	53.27525	-9.081397	Ireland	Connaught	Galway	junior parkrunning	[]	https://www.parkrun.ie/westsideplayingfields-juniors
Westville parkrun	-29.839606	30.92459	South Africa	KwaZulu-Natal	eThekwini Metropolitan Municipality	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Route is damaged from floods'}]	https://www.parkrun.co.za/westville
Wetherby parkrun	53.925673	-1.392197	United Kingdom	England	Leeds	parkrunning	[]	https://www.parkrun.org.uk/wetherby
Wexford Racecourse parkrun	52.337798	-6.488119	Ireland	Leinster	Wexford	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Horse racing at the venue that day'}]	https://www.parkrun.ie/wexfordracecourse
Weymouth junior parkrun	50.627396	-2.449547	United Kingdom	England	Dorset	junior parkrunning	[]	https://www.parkrun.org.uk/weymouth-juniors
Weymouth parkrun	50.626728	-2.447398	United Kingdom	England	Dorset	parkrunning	[]	https://www.parkrun.org.uk/weymouth
Whalan Reserve parkrun	-33.75943	150.79587	Australia	New South Wales	City of Blacktown	parkrunning	[]	https://www.parkrun.com.au/whalanreserve
Whaley Bridge junior parkrun	53.327225	-1.987771	United Kingdom	England	Derbyshire	junior parkrunning	[]	https://www.parkrun.org.uk/whaleybridge-juniors
Whanganui Riverbank parkrun	-39.946268	175.041195	New Zealand	Manawatu-Wanganui	Wanganui District	parkrunning	[]	https://www.parkrun.co.nz/whanganuiriverbank
Whangarei parkrun	-35.734968	174.334078	New Zealand	Northland	Whangarei	parkrunning	[]	https://www.parkrun.co.nz/whangarei
Whinlatter Forest parkrun	54.610017	-3.22446	United Kingdom	England	Cumbria	parkrunning	[]	https://www.parkrun.org.uk/whinlatterforest
Whitby parkrun	43.851043	-78.940558	Canada	Ontario	Durham	parkrunning	[]	https://www.parkrun.ca/whitby
White River parkrun	-25.342502	31.007935	South Africa	Mpumalanga	Ehlanzeni District	parkrunning	[]	https://www.parkrun.co.za/whiteriver
White Rock parkrun	-27.676652	152.849745	Australia	Queensland	Ipswich	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Ongoing trail damage - Council advised'}]	https://www.parkrun.com.au/whiterock
Whitehaven parkrun	54.524733	-3.573636	United Kingdom	England	Cumbria	parkrunning	[]	https://www.parkrun.org.uk/whitehaven
Whitelands Farm junior parkrun	51.89042	-1.176072	United Kingdom	England	Oxfordshire	junior parkrunning	[]	https://www.parkrun.org.uk/whitelandsfarm-juniors
Whiteley parkrun	50.884669	-1.250819	United Kingdom	England	Hampshire	parkrunning	[]	https://www.parkrun.org.uk/whiteley
Whitemark Wharf parkrun	-40.121659	148.013824	Australia	Tasmania	Flinders	parkrunning	[]	https://www.parkrun.com.au/whitemarkwharf
Whitfords Nodes parkrun	-31.817129	115.73696	Australia	Western Australia	Joondalup	parkrunning	[]	https://www.parkrun.com.au/whitfordsnodes
Whitley Bay junior parkrun	55.0498	-1.447679	United Kingdom	England	North Tyneside	junior parkrunning	[]	https://www.parkrun.org.uk/whitleybay-juniors
Whitley Bay parkrun	55.048875	-1.448736	United Kingdom	England	North Tyneside	parkrunning	[]	https://www.parkrun.org.uk/whitleybay
Whitstable junior parkrun	51.364939	1.042448	United Kingdom	England	Kent	junior parkrunning	[]	https://www.parkrun.org.uk/whitstable-juniors
Whitstable parkrun	51.365295	1.041942	United Kingdom	England	Kent	parkrunning	[]	https://www.parkrun.org.uk/whitstable
Wickford Memorial parkrun	51.619452	0.535186	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/wickfordmemorial
Wicksteed junior parkrun	52.384064	-0.710759	United Kingdom	England	Northamptonshire	junior parkrunning	[]	https://www.parkrun.org.uk/wicksteed-juniors
Widnes junior parkrun	53.37434	-2.730313	United Kingdom	England	Halton	junior parkrunning	[]	https://www.parkrun.org.uk/widnes-juniors
Widnes parkrun	53.374508	-2.730069	United Kingdom	England	Halton	parkrunning	[]	https://www.parkrun.org.uk/widnes
Wienburgpark parkrun	51.981959	7.622357	Germany	North Rhine-Westphalia	Regierungsbezirk Münster	parkrunning	[]	https://www.parkrun.com.de/wienburgpark
Wildflower parkrun	-33.705633	151.177321	Australia	New South Wales	Ku-ring-gai Council	parkrunning	[]	https://www.parkrun.com.au/wildflower
Willoughby parkrun	-33.811705	151.193171	Australia	New South Wales	Willoughby	parkrunning	[]	https://www.parkrun.com.au/willoughby
Willow parkrun	-36.136018	146.874752	Australia	Victoria	Wodonga	parkrunning	[]	https://www.parkrun.com.au/willow
Wilmslow junior parkrun	53.331301	-2.231746	United Kingdom	England	Cheshire East	junior parkrunning	[]	https://www.parkrun.org.uk/wilmslow-juniors
Wilmslow parkrun	53.331288	-2.231588	United Kingdom	England	Cheshire East	parkrunning	[]	https://www.parkrun.org.uk/wilmslow
Wilson Botanic parkrun	-38.026521	145.339808	Australia	Victoria	Casey	parkrunning	[]	https://www.parkrun.com.au/wilsonbotanic
Wimbledon Common parkrun	51.442078	-0.232215	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/wimbledon
Wimbledon Park junior parkrun	51.440582	-0.206632	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/wimbledonpark-juniors
Wimmera River parkrun, Horsham	-36.722724	142.202555	Australia	Victoria	Horsham	parkrunning	[]	https://www.parkrun.com.au/wimmerariverhorsham
Wimpole Estate junior parkrun	52.14024	-0.047103	United Kingdom	England	Cambridgeshire	junior parkrunning	[]	https://www.parkrun.org.uk/wimpoleestate-juniors
Wimpole Estate parkrun	52.140442	-0.047207	United Kingdom	England	Cambridgeshire	parkrunning	[]	https://www.parkrun.org.uk/wimpoleestate
Winchester junior parkrun	51.069724	-1.310091	United Kingdom	England	Hampshire	junior parkrunning	[]	https://www.parkrun.org.uk/winchester-juniors
Winchester parkrun	51.069286	-1.310849	United Kingdom	England	Hampshire	parkrunning	[]	https://www.parkrun.org.uk/winchester
Windhoek parkrun	-22.618415	17.074891	Namibia	Khomas		parkrunning	[]	https://www.parkrun.co.za/windhoek
Windmill Hill junior parkrun	51.438601	-2.587142	United Kingdom	England	Bristol	junior parkrunning	[]	https://www.parkrun.org.uk/windmillhill-juniors
Windsor Precinct parkrun	-41.403535	147.095454	Australia	Tasmania	West Tamar	parkrunning	[]	https://www.parkrun.com.au/windsorprecinct
Windy Nook parkrun	54.940189	-1.563025	United Kingdom	England	Gateshead	parkrunning	[]	https://www.parkrun.org.uk/windynook
Winterton parkrun	-28.898131	29.541956	South Africa	KwaZulu-Natal	uThukela District Municipality	parkrunning	[]	https://www.parkrun.co.za/winterton
Wirral Country Park junior parkrun	53.341642	-3.143621	United Kingdom	England	Wirral	junior parkrunning	[]	https://www.parkrun.org.uk/wirralcountrypark-juniors
Wisbech junior parkrun	52.66664	0.166007	United Kingdom	England	Cambridgeshire	junior parkrunning	[]	https://www.parkrun.org.uk/wisbech-juniors
Wishart parkrun	-27.560975	153.103468	Australia	Queensland	Brisbane	parkrunning	[]	https://www.parkrun.com.au/wishart
Witney parkrun	51.789974	-1.513356	United Kingdom	England	Oxfordshire	parkrunning	[]	https://www.parkrun.org.uk/witney
Wits parkrun	-26.185444	28.025331	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'COVID-19 (Coronavirus)'}]	https://www.parkrun.co.za/wits
Witton parkrun	53.74055	-2.517211	United Kingdom	England	Blackburn with Darwen	parkrunning	[]	https://www.parkrun.org.uk/witton
Woking junior parkrun	51.311946	-0.555006	United Kingdom	England	Surrey	junior parkrunning	[]	https://www.parkrun.org.uk/woking-juniors
Woking parkrun	51.311708	-0.556204	United Kingdom	England	Surrey	parkrunning	[]	https://www.parkrun.org.uk/woking
Wollaton Hall parkrun	52.951893	-1.211018	United Kingdom	England	Nottingham	parkrunning	[]	https://www.parkrun.org.uk/wollatonhall
Wolverhampton parkrun	52.588775	-2.140875	United Kingdom	England	Wolverhampton	parkrunning	[]	https://www.parkrun.org.uk/wolverhampton
Wondai parkrun	-26.318523	151.872411	Australia	Queensland	South Burnett	parkrunning	[]	https://www.parkrun.com.au/wondai
Wood Green junior parkrun	51.791363	-1.470818	United Kingdom	England	Oxfordshire	junior parkrunning	[]	https://www.parkrun.org.uk/woodgreen-juniors
Woodbank parkrun	53.408405	-2.130945	United Kingdom	England	Stockport	parkrunning	[]	https://www.parkrun.org.uk/woodbank
Woodbridge Riverside parkrun	-31.887528	115.99131	Australia	Western Australia	Swan	parkrunning	[]	https://www.parkrun.com.au/woodbridgeriverside
Woodgate Valley Country Park parkrun	52.449447	-2.005952	United Kingdom	England	Birmingham	parkrunning	[]	https://www.parkrun.org.uk/woodgatevalleycountrypark
Woodhouse Moor parkrun	53.808582	-1.560059	United Kingdom	England	Leeds	parkrunning	[]	https://www.parkrun.org.uk/woodhousemoor
Woodlands parkrun	-26.063356	28.088179	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/woodlands
Woodley junior parkrun	51.454829	-0.903089	United Kingdom	England	Wokingham	junior parkrunning	[]	https://www.parkrun.org.uk/woodley-juniors
Woodley parkrun	51.45418	-0.903669	United Kingdom	England	Wokingham	parkrunning	[]	https://www.parkrun.org.uk/woodley
Woolacombe Dunes parkrun	51.159264	-4.209982	United Kingdom	England	Devon	parkrunning	[]	https://www.parkrun.org.uk/woolacombedunes
Worcester Pitchcroft parkrun	52.201513	-2.231964	United Kingdom	England	Worcestershire	parkrunning	[]	https://www.parkrun.org.uk/worcesterpitchcroft
Worcester parkrun	52.186989	-2.178726	United Kingdom	England	Worcestershire	parkrunning	[]	https://www.parkrun.org.uk/worcester
Worden Park junior parkrun	53.682484	-2.699443	United Kingdom	England	Lancashire	junior Cancellation	[{'DateCancelled': '2022-05-15', 'ReasonCancelled': 'Another running event in the park'}]	https://www.parkrun.org.uk/wordenpark-juniors
Workington parkrun	54.647169	-3.539767	United Kingdom	England	Cumbria	parkrunning	[]	https://www.parkrun.org.uk/workington
Worksop College junior parkrun	53.287414	-1.103224	United Kingdom	England	Nottinghamshire	junior parkrunning	[]	https://www.parkrun.org.uk/worksopcollege-juniors
Wormwood Scrubs parkrun	51.520412	-0.238523	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/wormwoodscrubs
Worsley Woods parkrun	53.494328	-2.359056	United Kingdom	England	Salford	parkrunning	[]	https://www.parkrun.org.uk/worsleywoods
Worthing Leisure Centre junior parkrun	50.815979	-0.407252	United Kingdom	England	West Sussex	junior parkrunning	[]	https://www.parkrun.org.uk/worthingleisurecentre-juniors
Worthing parkrun	50.810312	-0.3645	United Kingdom	England	West Sussex	parkrunning	[]	https://www.parkrun.org.uk/worthing
Wotton Community PARC junior parkrun	51.633891	-2.370035	United Kingdom	England	Gloucestershire	junior parkrunning	[]	https://www.parkrun.org.uk/wottoncommunityparc-juniors
Wotton parkrun	51.633443	-2.369117	United Kingdom	England	Gloucestershire	parkrunning	[]	https://www.parkrun.org.uk/wotton
Woy Woy parkrun	-33.484787	151.336038	Australia	New South Wales	Central Coast	parkrunning	[]	https://www.parkrun.com.au/woywoy
Wycombe Rye junior parkrun	51.626131	-0.742427	United Kingdom	England	Buckinghamshire	junior parkrunning	[]	https://www.parkrun.org.uk/wycomberye-juniors
Wycombe Rye parkrun	51.62337	-0.74009	United Kingdom	England	Buckinghamshire	parkrunning	[]	https://www.parkrun.org.uk/wycomberye
Wyndham Vale parkrun	-37.881655	144.634532	Australia	Victoria	Wyndham	parkrunning	[]	https://www.parkrun.com.au/wyndhamvale
Wyndham junior parkrun	52.918182	-0.638312	United Kingdom	England	Lincolnshire	junior parkrunning	[]	https://www.parkrun.org.uk/wyndham-juniors
Wynnum parkrun	-27.442933	153.177898	Australia	Queensland	Brisbane	parkrunning	[]	https://www.parkrun.com.au/wynnum
Wynyard Foreshore parkrun	-40.98771	145.738245	Australia	Tasmania	Waratah/Wynyard	parkrunning	[]	https://www.parkrun.com.au/wynyardforeshore
Wyre Forest junior parkrun	52.364152	-2.368767	United Kingdom	England	Worcestershire	junior parkrunning	[]	https://www.parkrun.org.uk/wyreforest-juniors
Wyre Forest parkrun	52.365002	-2.369798	United Kingdom	England	Worcestershire	parkrunning	[]	https://www.parkrun.org.uk/wyreforest
Wythenshawe parkrun	53.405502	-2.288139	United Kingdom	England	Manchester	parkrunning	[]	https://www.parkrun.org.uk/wythenshawe
