Event	Latitude	Longitude	Country	Status	DateCancelled	ReasonCancelled	Website
PE Hobie Beach parkrun	-33.980149	25.657368	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/pehobiebeach
Paarl parkrun	-33.740995	18.969684	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/paarl
Paddington Rec junior parkrun	51.529514	-0.190726	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/paddingtonrec-juniors
Padiham Greenway junior parkrun	53.798806	-2.316739	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/padihamgreenway-juniors
Page Park junior parkrun	51.482568	-2.498184	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/pagepark-juniors
Pakapakanthi parkrun	-34.928906	138.617578	Australia	parkrunning			https://www.parkrun.com.au/pakapakanthi
Pakenham parkrun	-38.06462	145.463839	Australia	5k Cancellation	2021-06-12	COVID-19 Lockdown	https://www.parkrun.com.au/pakenham
Pallara parkrun	-27.609314	153.011071	Australia	parkrunning			https://www.parkrun.com.au/pallara
Palmerston North parkrun	-40.372724	175.622671	New Zealand	parkrunning			https://www.parkrun.co.nz/palmerstonnorth
Palmerston parkrun	-12.475829	130.982607	Australia	parkrunning			https://www.parkrun.com.au/palmerston
Panania parkrun	-33.945673	150.993483	Australia	parkrunning			https://www.parkrun.com.au/panania
Panshanger parkrun	51.796066	-0.107589	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/panshanger
Par Track junior parkrun	50.35373	-4.702068	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/partrack-juniors
Paradise Point parkrun	-27.885082	153.396218	Australia	parkrunning			https://www.parkrun.com.au/paradisepoint
Park View junior parkrun	53.741051	-2.960984	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/parkview-juniors
Park Wood junior parkrun	51.238375	0.554325	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/parkwood-juniors
Parke parkrun	50.59305	-3.686562	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/parke
Parkville parkrun	-37.784837	144.961755	Australia	5k Cancellation	2021-06-12	No parkrun Sat 12 June due to Covid restrictions.	https://www.parkrun.com.au/parkville
Parramatta parkrun	-33.819767	151.065488	Australia	parkrunning			https://www.parkrun.com.au/parramatta
Parys parkrun	-26.901409	27.447946	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/parys
Peace Valley parkrun	40.338192	-75.168829	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/peacevalley
Peacehaven junior parkrun	50.794091	0.011761	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/peacehaven-juniors
Peacehaven parkrun	50.794092	0.012418	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/peacehaven
Peckham Rye parkrun	51.455486	-0.060688	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/peckhamrye
Peel Park junior parkrun, Little Hulton	53.531789	-2.428038	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/peelpark-juniors
Peel parkrun	53.48759	-2.270682	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/peel
Pegasus parkrun	-43.310381	172.695338	New Zealand	parkrunning			https://www.parkrun.co.nz/pegasus
Pegwell Bay parkrun	51.320957	1.361446	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pegwellbay
Penallta junior parkrun	51.644903	-3.245668	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penallta-juniors
Penallta parkrun	51.644889	-3.245679	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penallta
Pendle parkrun	53.863571	-2.18011	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pendle
Penistone parkrun	53.526568	-1.635407	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penistone
Pennington Flash parkrun	53.491608	-2.542745	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penningtonflash
Penrhyn parkrun	53.226852	-4.094495	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penrhyn
Penrith Lakes parkrun	-33.725922	150.685741	Australia	parkrunning			https://www.parkrun.com.au/penrithlakes
Penrith parkrun	54.658026	-2.720532	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penrith
Penrose parkrun	50.083578	-5.29595	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penrose
Penryn Campus parkrun	50.170244	-5.124008	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/penryncampus
Penticton parkrun	49.502306	-119.597222	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/penticton
Peppertree parkrun	-37.68168	144.432973	Australia	5k Cancellation	2021-06-12	Covid Restrictions Victorian Government	https://www.parkrun.com.au/peppertree
Perrigo parkrun	47.684137	-122.080892	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/perrigo
Perry Hall parkrun	52.52486	-1.911825	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/perryhall
Perry Lakes parkrun	-31.945635	115.784168	Australia	parkrunning			https://www.parkrun.com.au/perrylakes
Perth junior parkrun	56.391357	-3.435321	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/perth-juniors
Perth parkrun	56.40515	-3.435422	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/perth
Peter Pan junior parkrun	53.738674	-0.402106	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/peterpan-juniors
Peter Pan parkrun	53.73833	-0.402181	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/peterpan
Petrie parkrun	-27.273406	152.974425	Australia	parkrunning			https://www.parkrun.com.au/petrie
Phillip Island parkrun	-38.498822	145.340674	Australia	5k Cancellation	2021-06-12	public gathering limits under state restrictions	https://www.parkrun.com.au/phillipisland
Phoenix Park parkrun	-26.731248	27.839921	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/phoenixpark
Phoenix junior parkrun	53.336051	-2.683428	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/phoenix-juniors
Phoenix parkrun	53.337865	-2.681623	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/phoenix
Picton parkrun	-34.16566	150.610264	Australia	parkrunning			https://www.parkrun.com.au/picton
Pieschener Allee parkrun	51.064965	13.726508	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/pieschenerallee
Piet Retief parkrun	-26.996714	30.813792	South Africa	parkrunning			https://www.parkrun.co.za/pietretief
Piggly Wiggly parkrun	-29.458223	30.136667	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/pigglywiggly
Pinehill junior parkrun	51.948308	-0.264145	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/pinehill-juniors
Pioneer Dairy parkrun	-33.29805	151.427968	Australia	parkrunning			https://www.parkrun.com.au/pioneerdairy
Pioneer parkrun	-32.066125	116.001509	Australia	parkrunning			https://www.parkrun.com.au/pioneer
Pitshanger junior parkrun	51.528578	-0.318553	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/pitshanger-juniors
Pittsworth parkrun	-27.712352	151.641106	Australia	parkrunning			https://www.parkrun.com.au/pittsworth
Plantation parkrun	-19.584321	147.401024	Australia	parkrunning			https://www.parkrun.com.au/plantation
Plean parkrun	56.057791	-3.881607	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/plean
Plymvalley parkrun	50.409091	-4.079618	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/plymvalley
Pobalscoil na Tríonóide parkrun	51.950567	-7.873244	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/pobalscoilnatrionoide
Pocket parkrun	52.214797	-0.275327	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pocket
Point Cook parkrun	-37.862086	144.72952	Australia	5k Cancellation	2021-06-12	Vic GovLockdown Gathering Limit Restrictions	https://www.parkrun.com.au/pointcook
Polkemmet Country parkrun	55.866214	-3.720256	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/polkemmetcountry
Pollok parkrun, Glasgow	55.82992	-4.307882	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pollok
Polokwane parkrun	-23.885076	29.457428	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/polokwane
Pomphrey Hill parkrun	51.479321	-2.47805	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pomphreyhill
Pongola parkrun	-27.396878	31.657231	South Africa	parkrunning			https://www.parkrun.co.za/pongola
Pont y Bala parkrun	52.912396	-3.593199	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pontybala
Pontefract junior parkrun	53.696394	-1.329962	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/pontefract-juniors
Pontefract parkrun	53.697922	-1.325197	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pontefract
Pontypool junior parkrun	51.701218	-3.035392	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pontypool-juniors
Pontypool parkrun	51.699213	-3.028573	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pontypool
Pontypridd junior parkrun	51.601625	-3.337015	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pontypridd-juniors
Pontypridd parkrun	51.602009	-3.339028	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pontypridd
Poolbeg parkrun	53.337026	-6.210301	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/poolbeg
Poole parkrun	50.720348	-1.968876	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/poole
Poolsbrook parkrun	53.259118	-1.348842	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/poolsbrook
Poppintree parkrun	53.398403	-6.286613	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/poppintree
Porch Field parkrun	53.554741	-6.782598	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/porchfield
Porirua parkrun	-41.134246	174.854161	New Zealand	parkrunning			https://www.parkrun.co.nz/porirua
Port Alfred parkrun	-33.592558	26.887713	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/portalfred
Port Augusta parkrun	-32.4874	137.764721	Australia	parkrunning			https://www.parkrun.com.au/portaugusta
Port Broughton parkrun	-33.598731	137.929613	Australia	parkrunning			https://www.parkrun.com.au/portbroughton
Port Fairy parkrun	-38.389932	142.229977	Australia	5k Cancellation	2021-06-12	Covid Lockdown Victoria	https://www.parkrun.com.au/portfairy
Port Hedland parkrun	-20.307149	118.613332	Australia	parkrunning			https://www.parkrun.com.au/porthedland
Port Lincoln parkrun	-34.720803	135.860614	Australia	parkrunning			https://www.parkrun.com.au/portlincoln
Port Macquarie parkrun	-31.42754	152.916551	Australia	parkrunning			https://www.parkrun.com.au/portmacquarie
Port Sorell parkrun	-41.151526	146.541641	Australia	parkrunning			https://www.parkrun.com.au/portsorell
Portarlington parkrun	-38.113934	144.654211	Australia	5k Cancellation	2021-06-12	Victoria COVID-19 lockdown limits on gatherings	https://www.parkrun.com.au/portarlington
Porterstown parkrun	53.370116	-6.402238	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/porterstown
Porthcawl parkrun	51.476331	-3.705976	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/porthcawl
Portland parkrun	-38.354785	141.60446	Australia	5k Cancellation	2021-06-12	Due to Government COVID restrictions	https://www.parkrun.com.au/portland
Portobello parkrun, Edinburgh	55.950689	-3.122656	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/portobello
Portrush junior parkrun	55.205011	-6.648452	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/portrush-juniors
Portrush parkrun	55.204638	-6.648788	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/portrush
Portsmouth Lakeside parkrun	50.840654	-1.08157	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/portsmouthlakeside
Portumna parkrun	53.082436	-8.241043	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/portumna
Potchefstroom parkrun	-26.707551	27.104892	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/potchefstroom
Potternewton parkrun	53.818446	-1.526274	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/potternewton
Presint 18 parkrun, Putrajaya	2.916852	101.698056	Malaysia	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.my/presint18
Prestatyn Prom junior parkrun	53.342584	-3.412461	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/prestatynprom-juniors
Preston Park junior parkrun, Brighton	50.84122	-0.147668	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/prestonpark-juniors
Preston Park parkrun, Brighton	50.841557	-0.148616	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/prestonpark
Preston parkrun	53.751374	-2.703902	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/preston
Prestwick Oval junior parkrun	55.493409	-4.612539	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/prestwickoval-juniors
Prieska parkrun	-29.664619	22.755246	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/prieska
Prince Albert parkrun	-33.214602	22.024823	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/princealbert
Princes parkrun, Liverpool	53.386456	-2.956975	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/princes
Priory Park junior parkrun	51.585754	-0.125671	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/priorypark-juniors
Prospect parkrun	51.448386	-1.00741	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/prospect
Prudhoe Riverside junior parkrun	54.96663	-1.865981	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/prudhoeriverside-juniors
Prudhoe Riverside parkrun	54.968071	-1.863141	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/prudhoeriverside
Puarenga parkrun	-38.145483	176.263229	New Zealand	parkrunning			https://www.parkrun.co.nz/puarenga
Pymmes parkrun	51.61887	-0.066953	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/pymmes
Queanbeyan parkrun	-35.348151	149.238801	Australia	parkrunning			https://www.parkrun.com.au/queanbeyan
Queen Elizabeth parkrun	50.956372	-0.978384	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/queenelizabeth
Queen Elizabeth parkrun, Casino	-28.867591	153.051164	Australia	parkrunning			https://www.parkrun.com.au/queenelizabethcasino
Queen's Parade junior parkrun, Aldershot	51.265723	-0.755695	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/queensparade-juniors
Queen's Park junior parkrun, Bolton	53.577613	-2.444706	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/queenspark-juniors
Queen's Park junior parkrun, London	51.534733	-0.21127	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/queensparklondon-juniors
Queen's Park junior parkrun, Rochdale	53.601254	-2.215383	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/queensparkrochdale-juniors
Queen's parkrun, Belfast	54.555092	-5.963387	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/queens
Queen's parkrun, Glasgow	55.833509	-4.270076	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/queensglasgow
Queens Domain parkrun	-42.863822	147.31775	Australia	parkrunning			https://www.parkrun.com.au/queensdomain
Queens Park junior parkrun, Crewe	53.098025	-2.471379	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/queensparkcrewe-juniors
Queenstown parkrun	-45.033598	168.661454	New Zealand	parkrunning			https://www.parkrun.co.nz/queenstown
Quinns Rocks parkrun	-31.679025	115.69588	Australia	parkrunning			https://www.parkrun.com.au/quinnsrocks
Railton parkrun	-41.347581	146.424482	Australia	parkrunning			https://www.parkrun.com.au/railton
Ramsbottom junior parkrun	53.643199	-2.312222	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/ramsbottom-juniors
Randfontein parkrun	-26.154625	27.715012	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/randfontein
Raphael parkrun	51.585798	0.19249	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/raphael
Reading parkrun	51.460384	-0.941573	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/reading
Rec Plex North parkrun	30.546055	-87.212516	USA	parkrunning			https://www.parkrun.us/recplexnorth
Reculver junior parkrun	51.378274	1.194731	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/reculver-juniors
Red Star parkrun	-26.075092	28.755141	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/redstar
Redcar junior parkrun	54.61403	-1.080751	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/redcar-juniors
